Please select your school,Time of the Day the behavior occurred?,Date of Incident,Is the referral for a minor or a major violation?,Select the Classroom Managed Behavior (Do not include student names in text boxes) - Selected Choice,Select the Major Referral,Where did the incident take place?,Enrollment_SchoolID,Ethnicity,fre,Gender,Grade_Level,LunchStatus,Student Identifier,Year,Term,dr.studentminors,Student_Number
Bayside,9:00am - 10:00am,2025-03-03,Minor Violation (5 times in the same quarter),Refusal to do work,,,,W,,F,4,F,,,,,A15244859BZD
Bayside,9:00am - 10:00am,2025-02-26,Minor Violation (5 times in the same quarter),Other,,,,W,,M,4,F,,,,,A13369361BZD
Bayside,9:00am - 10:00am,2025-03-03,Minor Violation (5 times in the same quarter),Other,,,,W,,M,4,P,,,,,A14638415BZD
Bayside,2:00pm -3:00pm,2025-03-07,Minor Violation (5 times in the same quarter),Other,,,,W,,F,4,F,,,,,A14911667BZD
Bayside,10:00am-11:00am,2025-03-10,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,F,,,,,A14850692BZD
Bayside,12:00pm - 1:00pm,2025-03-10,Minor Violation (5 times in the same quarter),Other,,,,W,,M,4,F,,,,,A15142544BZD
Rydell High School,9:00am - 10:00am,2025-03-10,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,F,1,P,,,,,A15125486BZD
Rydell High School,1:00pm - 2:00pm,2025-03-06,Minor Violation (5 times in the same quarter),Other,,,,W,,M,2,P,,,,,A15993329BZD
Shermer High School,12:00pm - 1:00pm,2025-03-07,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,8,F,,,,,A13607390BZD
Shermer High School,9:00am - 10:00am,2025-03-07,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,,,W,,M,9,F,,,,,A13582496BZD
Bayside,8:00am - 9:00am,2025-03-11,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,2,P,,,,,A14377289BZD
Springfield Elementary,12:00pm - 1:00pm,2025-03-07,Major Violation,,Continued Misconduct,,,W,,M,0,F,,,,,A16454948BZD
Bayside,12:00pm - 1:00pm,2025-03-11,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,P,,,,,A15277364BZD
Shermer High School,2:00pm -3:00pm,2025-03-11,Major Violation,,Continued Misconduct,,,W,,M,11,F,,,,,A15249146BZD
Bayside,12:00pm - 1:00pm,2025-03-11,Major Violation,,Assault,,,W,,F,4,P,,,,,A15142052BZD
Bayside,9:00am - 10:00am,2025-03-12,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15659372BZD
Bayside,9:00am - 10:00am,2025-03-12,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15470471BZD
Bayside,9:00am - 10:00am,2025-03-12,Major Violation,,Exceeded minor maximum count,,,W,,M,3,P,,,,,A15277364BZD
Bayside,1:00pm - 2:00pm,2025-03-12,Minor Violation (5 times in the same quarter),Other,,,,W,,M,2,P,,,,,A14377289BZD
Bayside,12:00pm - 1:00pm,2025-03-13,Minor Violation (5 times in the same quarter),Other,,,,W,,M,4,P,,,,,A14638415BZD
Springfield Elementary,11:00am - 12:00pm,2025-03-07,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,1,P,,,,,A14435471BZD
Springfield Elementary,11:00am - 12:00pm,2025-03-07,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,0,F,,,,,A16214498BZD
Springfield Elementary,10:00am-11:00am,2025-03-07,Major Violation,,Continued Misconduct,,,W,,M,1,P,,,,,A15857090BZD
Springfield Elementary,1:00pm - 2:00pm,2025-03-07,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,F,1,F,,,,,A16344878BZD
Springfield Elementary,1:00pm - 2:00pm,2025-03-07,Major Violation,,Fighting,,,W,,M,0,P,,,,,A15837980BZD
Bayside,1:00pm - 2:00pm,2025-03-13,Minor Violation (5 times in the same quarter),Refusal to do work,,,,W,,F,4,F,,,,,A14609051BZD
Shermer High School,2:00pm -3:00pm,2025-03-13,Minor Violation (5 times in the same quarter),Other,,,,W,,M,9,F,,,,,A13631612BZD
Shermer High School,2:00pm -3:00pm,2025-03-13,Minor Violation (5 times in the same quarter),Other,,,,W,,F,10,F,,,,,A13026347BZD
Shermer High School,8:00am - 9:00am,2025-03-13,Minor Violation (5 times in the same quarter),Other,,,,W,,M,9,F,,,,,A13631612BZD
Shermer High School,8:00am - 9:00am,2025-03-13,Minor Violation (5 times in the same quarter),Other,,,,W,,F,10,F,,,,,A13026347BZD
Bayside,12:00pm - 1:00pm,2025-01-23,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,P,,,,,A15849683BZD
Bayside,12:00pm - 1:00pm,2025-01-27,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,,,W,,M,2,P,,,,,A15849857BZD
Shermer High School,1:00pm - 2:00pm,2025-03-14,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,B,,M,9,F,,,,,A13618430BZD
Bayside,2:00pm -3:00pm,2025-03-24,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15617582BZD
Bayside,12:00pm - 1:00pm,2025-03-24,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,4,F,,,,,A15142076BZD
Springfield Elementary,9:00am - 10:00am,2025-03-11,Minor Violation (5 times in the same quarter),Other,,,,W,,M,0,F,,,,,A15455072BZD
Springfield Elementary,11:00am - 12:00pm,2025-03-11,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,0,F,,,,,A16709399BZD
Springfield Elementary,9:00am - 10:00am,2025-03-11,Minor Violation (5 times in the same quarter),Other,,,,W,,M,0,F,,,,,A16030904BZD
Springfield Elementary,1:00pm - 2:00pm,2025-03-12,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,0,P,,,,,A16709444BZD
Bayside,8:00am - 9:00am,2025-03-14,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,F,,,,,A14873558BZD
Bayside,10:00am-11:00am,2025-03-25,Minor Violation (5 times in the same quarter),Other,,,,W,,M,3,F,,,,,A15465575BZD
Bayside,10:00am-11:00am,2025-03-25,Minor Violation (5 times in the same quarter),Other,,,,W,,M,3,F,,,,,A15465983BZD
Shermer High School,Before School,2025-03-25,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,B,,F,11,F,,,,,A12418922BZD
Shermer High School,11:00am - 12:00pm,2025-03-25,Major Violation,,Threats,,,W,,F,7,F,,,,,A14064242BZD
Shermer High School,Before School,2025-03-25,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,8,F,,,,,A15825080BZD
Shermer High School,Before School,2025-03-25,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,B,,M,7,F,,,,,A13732628BZD
Shermer High School,Before School,2025-03-25,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,10,F,,,,,A13026347BZD
Shermer High School,Before School,2025-03-25,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,8,F,,,,,A13574264BZD
Shermer High School,11:00am - 12:00pm,2025-03-25,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,F,8,F,,,,,A13378412BZD
Springfield Elementary,1:00pm - 2:00pm,2024-12-12,Minor Violation (5 times in the same quarter),Other,,,,W,,M,0,R,,,,,A16334411BZD
Springfield Elementary,2:00pm -3:00pm,2025-03-24,Major Violation,,"Continued Misconduct,Harassment",,,W,,M,0,F,,,,,A15455072BZD
Bayside,8:00am - 9:00am,2025-03-26,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,P,,,,,A14011100BZD
Shermer High School,9:00am - 10:00am,2025-03-26,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,5,F,,,,,A14576444BZD
Hill Valley High School,12:00pm - 1:00pm,2025-03-24,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,0,P,,,,,A16817774BZD
Hill Valley High School,1:00pm - 2:00pm,2025-03-10,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,2,P,,,,,A15850916BZD
Bayside,10:00am-11:00am,2025-03-25,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,4,P,,,,,A14011100BZD
Bayside,10:00am-11:00am,2025-03-25,Minor Violation (5 times in the same quarter),Other,,,,W,,M,9,P,,,,,A13333709BZD
Bayside,10:00am-11:00am,2025-03-25,Minor Violation (5 times in the same quarter),Other,,,,W,,M,4,F,,,,,A15119036BZD
Shermer High School,11:00am - 12:00pm,2025-03-26,Minor Violation (5 times in the same quarter),Insubordination,,,,W,,M,9,F,,,,,A13368554BZD
Shermer High School,11:00am - 12:00pm,2025-03-26,Minor Violation (5 times in the same quarter),Insubordination,,,,W,,M,9,F,,,,,A13582496BZD
Shermer High School,11:00am - 12:00pm,2025-03-25,Major Violation,,Continued Misconduct,,,B,,M,9,F,,,,,A13618430BZD
Shermer High School,12:00pm - 1:00pm,2025-03-26,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,5,F,,,,,A14576444BZD
Hill Valley High School,11:00am - 12:00pm,2025-03-05,Major Violation,,Assault,,,W,,M,2,P,,,,,A15850916BZD
Rydell High School,1:00pm - 2:00pm,2025-03-26,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,3,P,,,,,A15144209BZD
Bayside,11:00am - 12:00pm,2025-03-25,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,P,,,,,A15277364BZD
Rydell High School,8:00am - 9:00am,2025-03-26,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,1,F,,,,,A15932738BZD
Bayside,11:00am - 12:00pm,2025-03-25,Minor Violation (5 times in the same quarter),Other,,,,W,,M,2,F,,,,,A15617582BZD
Springfield Elementary,8:00am - 9:00am,2025-03-24,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,0,P,,,,,A16709444BZD
Hill Valley High School,10:00am-11:00am,2025-03-04,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,2,R,,,,,A15469958BZD
Hill Valley High School,10:00am-11:00am,2025-03-04,Major Violation,,Continued Misconduct,,,W,,M,2,P,,,,,A15850778BZD
Hill Valley High School,10:00am-11:00am,2025-03-14,Minor Violation (5 times in the same quarter),Other,,,,W,,M,2,F,,,,,A16789574BZD
Hill Valley High School,10:00am-11:00am,2025-03-14,Minor Violation (5 times in the same quarter),Other,,,,W,,M,2,F,,,,,A15686213BZD
Hill Valley High School,10:00am-11:00am,2025-03-14,Minor Violation (5 times in the same quarter),Other,,,,A,,F,2,F,,,,,A15993260BZD
Hill Valley High School,10:00am-11:00am,2025-03-03,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,0,F,,,,,A16327700BZD
Hill Valley High School,After School,2025-03-06,Major Violation,,Continued Misconduct,,,W,,M,1,P,,,,,A16504325BZD
Hill Valley High School,1:00pm - 2:00pm,2025-03-06,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,R,,,,,A15959621BZD
Hill Valley High School,10:00am-11:00am,2025-03-06,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,2,F,,,,,A15849923BZD
Hill Valley High School,11:00am - 12:00pm,2025-03-05,Minor Violation (5 times in the same quarter),Other,,,,W,,M,2,F,,,,,A15553781BZD
Hill Valley High School,11:00am - 12:00pm,2025-03-11,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,0,P,,,,,A15837974BZD
Bayside,12:00pm - 1:00pm,2025-03-25,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,4,P,,,,,A14011100BZD
Bayside,12:00pm - 1:00pm,2025-03-27,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,2,F,,,,,A15772604BZD
Hill Valley High School,11:00am - 12:00pm,2025-03-06,Minor Violation (5 times in the same quarter),Refusal to do work,,,,W,,F,4,F,,,,,A14785055BZD
Hill Valley High School,9:00am - 10:00am,2025-03-07,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,F,,,,,A15757781BZD
Bayside,Before School,2025-03-27,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,F,,,,,A16417805BZD
Bayside,Before School,2025-03-27,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,F,,,,,A15470498BZD
Rydell High School,10:00am-11:00am,2025-03-26,Minor Violation (5 times in the same quarter),Other,,,,W,,M,2,P,,,,,A15993329BZD
Shermer High School,11:00am - 12:00pm,2025-03-28,Minor Violation (5 times in the same quarter),Other,,,,W,,M,8,F,,,,,A15825080BZD
Hill Valley High School,9:00am - 10:00am,2025-03-07,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,2,P,,,,,A15771266BZD
Hill Valley High School,9:00am - 10:00am,2025-03-14,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,2,P,,,,,A15771266BZD
Hill Valley High School,2:00pm -3:00pm,2025-03-03,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,P,,,,,A15771266BZD
Hill Valley High School,10:00am-11:00am,2025-02-04,Minor Violation (5 times in the same quarter),Other,,,,W,,M,0,F,,,,,A16276976BZD
Hill Valley High School,2:00pm -3:00pm,2025-03-07,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,0,R,,,,,A16298594BZD
Hill Valley High School,2:00pm -3:00pm,2025-03-07,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,0,F,,,,,A16327718BZD
Hill Valley High School,10:00am-11:00am,2025-03-25,Major Violation,,Fighting,,,W,,M,0,F,,,,,A16276976BZD
Bayside,2:00pm -3:00pm,2025-03-28,Minor Violation (5 times in the same quarter),Disruption,,,,B,,M,4,P,,,,,A15141923BZD
Hill Valley High School,1:00pm - 2:00pm,2025-03-25,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,2,P,,,,,A16907555BZD
Shermer High School,10:00am-11:00am,2025-03-31,Major Violation,,Continued Misconduct,,,W,,M,6,P,,,,,A15026240BZD
Bayside,10:00am-11:00am,2025-03-31,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,4,P,,,,,A14011100BZD
Shermer High School,8:00am - 9:00am,2025-03-31,Minor Violation (5 times in the same quarter),Tardiness,,,,W,,M,9,F,,,,,A13364417BZD
Shermer High School,12:00pm - 1:00pm,2025-03-31,Minor Violation (5 times in the same quarter),Insubordination,,,,W,,M,9,P,,,,,A16172189BZD
Rydell High School,11:00am - 12:00pm,2025-03-31,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,F,4,P,,,,,A15142034BZD
Rydell High School,11:00am - 12:00pm,2025-03-31,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,4,P,,,,,A14840360BZD
Bayside,11:00am - 12:00pm,2025-03-31,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,F,2,F,,,,,A15849686BZD
Shermer High School,After School,2025-03-31,Minor Violation (5 times in the same quarter),Other,,,,W,,F,8,F,,,,,A13574264BZD
Bayside,9:00am - 10:00am,2025-04-01,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,4,F,,,,,A14850692BZD
Bayside,2:00pm -3:00pm,2025-03-31,Minor Violation (5 times in the same quarter),Other,,,,W,,M,4,F,,,,,A14850692BZD
Bayside,10:00am-11:00am,2025-04-01,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,2,P,,,,,A15717014BZD
Bayside,10:00am-11:00am,2025-04-01,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,2,F,,,,,A15470480BZD
Bayside,10:00am-11:00am,2025-04-01,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15659372BZD
Bayside,10:00am-11:00am,2025-04-01,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15470471BZD
Bayside,10:00am-11:00am,2025-04-01,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,2,F,,,,,A15635495BZD
Shermer High School,11:00am - 12:00pm,2025-04-01,Minor Violation (5 times in the same quarter),Other,,,,B,,M,7,F,,,,,A13732628BZD
Hill Valley High School,11:00am - 12:00pm,2025-03-28,Major Violation,,Fighting,,,W,,M,3,F,,,,,A14523605BZD
Shermer High School,1:00pm - 2:00pm,2025-04-01,Major Violation,,Continued Misconduct,,,W,,M,7,F,,,,,A13631453BZD
Shermer High School,12:00pm - 1:00pm,2025-04-01,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,7,F,,,,,A13861622BZD
Hill Valley High School,11:00am - 12:00pm,2025-03-27,Major Violation,,Continued Misconduct,,,W,,M,3,F,,,,,A14434376BZD
Hill Valley High School,8:00am - 9:00am,2025-03-28,Major Violation,,Continued Misconduct,,,W,,M,3,F,,,,,A14434376BZD
Bayside,2:00pm -3:00pm,2025-04-01,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,P,,,,,A15717014BZD
Shermer High School,2:00pm -3:00pm,2025-04-01,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,F,8,F,,,,,A13378412BZD
Shermer High School,After School,2025-04-01,Major Violation,,Continued Misconduct,,,W,,M,9,F,,,,,A13368554BZD
Springfield Elementary,1:00pm - 2:00pm,2025-03-28,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,0,F,,,,,A16709366BZD
Hill Valley High School,2:00pm -3:00pm,2025-03-27,Major Violation,,Continued Misconduct,,,B,,M,3,F,,,,,A15466448BZD
Hill Valley High School,8:00am - 9:00am,2025-03-26,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,2,P,,,,,A16907555BZD
Shermer High School,11:00am - 12:00pm,2025-04-02,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,9,F,,,,,A13115837BZD
Shermer High School,11:00am - 12:00pm,2025-04-02,Minor Violation (5 times in the same quarter),Other,,,,W,,M,7,F,,,,,A13631453BZD
Shermer High School,11:00am - 12:00pm,2025-04-02,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,7,F,,,,,A13631453BZD
Shermer High School,12:00pm - 1:00pm,2025-04-02,Minor Violation (5 times in the same quarter),Disruption,,,,B,,M,7,F,,,,,A13732628BZD
Bayside,10:00am-11:00am,2025-04-02,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15470471BZD
Bayside,12:00pm - 1:00pm,2025-04-02,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,P,,,,,A15616853BZD
Shermer High School,12:00pm - 1:00pm,2025-04-01,Minor Violation (5 times in the same quarter),Other,,,,W,,M,9,F,,,,,A13582496BZD
Hill Valley High School,8:00am - 9:00am,2025-03-28,Minor Violation (5 times in the same quarter),Other,,,,W,,M,2,R,,,,,A15520787BZD
Hill Valley High School,8:00am - 9:00am,2025-03-28,Minor Violation (5 times in the same quarter),Other,,,,W,,F,2,F,,,,,A15090431BZD
Hill Valley High School,8:00am - 9:00am,2025-03-28,Minor Violation (5 times in the same quarter),Other,,,,W,,M,2,F,,,,,A16789574BZD
Shermer High School,12:00pm - 1:00pm,2025-04-01,Minor Violation (5 times in the same quarter),Other,,,,W,,M,9,F,,,,,A13364417BZD
Shermer High School,8:00am - 9:00am,2025-04-02,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,8,F,,,,,A13378412BZD
Hill Valley High School,2:00pm -3:00pm,2025-03-31,Minor Violation (5 times in the same quarter),Tardiness,,,,A,,F,2,F,,,,,A15993260BZD
Springfield Elementary,9:00am - 10:00am,2025-04-01,Minor Violation (5 times in the same quarter),Other,,,,W,,M,0,P,,,,,A16145726BZD
Springfield Elementary,After School,2025-03-31,Major Violation,,Continued Misconduct,,,W,,F,0,F,,,,,A16730867BZD
Springfield Elementary,1:00pm - 2:00pm,2025-03-28,Minor Violation (5 times in the same quarter),Other,,,,W,,M,0,P,,,,,A16709384BZD
Springfield Elementary,Before School,2025-03-31,Major Violation,,Continued Misconduct,,,B,,F,0,F,,,,,A16438646BZD
Springfield Elementary,1:00pm - 2:00pm,2025-03-28,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,0,F,,,,,A16747481BZD
Springfield Elementary,10:00am-11:00am,2025-03-28,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,0,P,,,,,A16438619BZD
Shermer High School,12:00pm - 1:00pm,2025-04-03,Major Violation,,Continued Misconduct,,,W,,F,7,F,,,,,A13861622BZD
Bayside,10:00am-11:00am,2025-04-03,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,2,P,,,,,A15849581BZD
Bayside,11:00am - 12:00pm,2025-04-03,Minor Violation (5 times in the same quarter),Disruption,,,,B,,M,2,F,,,,,A15945602BZD
Bayside,11:00am - 12:00pm,2025-04-03,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,2,P,,,,,A14338673BZD
Bayside,2:00pm -3:00pm,2025-04-03,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,P,,,,,A15717014BZD
Shermer High School,9:00am - 10:00am,2025-04-04,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,5,F,,,,,A16747604BZD
Springfield Elementary,1:00pm - 2:00pm,2025-04-01,Minor Violation (5 times in the same quarter),Other,,,,W,,M,0,R,,,,,A15983234BZD
